scenario,scenario_family,scenario_i,magnitude,backend,obefore_order,commit_every,mapsize_mb,repeat_reconcile,slice_begin_ts,slice_end_ts,step_in_slice,n_common_in_slice,n_a_only_in_slice,n_b_only_in_slice,n_common_outside_before,n_common_outside_after,n_a_only_outside_before,n_a_only_outside_after,n_b_only_outside_before,n_b_only_outside_after,fullA,fullB,sliceA,sliceB,expected_have,expected_need,have,need,prep_total_ms,prep_open_ms,prep_populate_ms,prep_commit_ms,prep_seal_ms,prep_expected_ms,prep_serialize_ms,open_ms,build_ms,reconcile_ms,decode_sort_ms,total_bench_ms,msg_count,bytes_a_to_b,bytes_b_to_a,A_apparent_bytes,A_alloc_bytes,A_used_bytes_est,B_apparent_bytes,B_alloc_bytes,B_used_bytes_est,A_depth,A_branch_pages,A_leaf_pages,A_overflow_pages,A_entries,A_last_pgno,A_page_size,B_depth,B_branch_pages,B_leaf_pages,B_overflow_pages,B_entries,B_last_pgno,B_page_size,rss_kb_before,rss_kb_after
stress_bigdiff_dyn_1,stress_bigdiff_dyn,1,8,AELMDBSlice,desc,0,2048,10,1020000,1025122,1,4096,1024,1024,2000,2000,400,400,400,400,9920,9920,5120,5120,1024,1024,1024,1024,17.970,3.545,14.421,7.383,0.000,0.000,0.000,0.115,0.031,0.956,0.018,1.103,2,33815,34716,684032,679936,675840,684032,679936,675840,3,7,153,0,9920,164,4096,3,7,153,0,9920,164,4096,5004,8816
stress_bigdiff_dyn_1,stress_bigdiff_dyn,1,8,NoAggWindowSliceAELMDB,desc,0,2048,10,1020000,1025122,1,4096,1024,1024,2000,2000,400,400,400,400,9920,9920,5120,5120,1024,1024,1024,1024,17.970,3.545,14.421,7.383,0.000,0.000,0.000,0.082,0.021,1.070,0.018,1.173,2,33815,34716,684032,679936,675840,684032,679936,675840,3,7,153,0,9920,164,4096,3,7,153,0,9920,164,4096,5020,8940
stress_bigdiff_1,stress_bigdiff,1,8,Vector,desc,0,2048,10,910000,911090,1,1024,64,64,4000,4000,800,800,800,800,10688,10688,1088,1088,64,64,64,64,2.119,0.044,0.468,0.000,0.452,0.193,0.960,1.606,0.001,0.152,0.001,1.760,2,2553,2556,427528,430080,427528,427528,430080,427528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4988,8216
stress_bigdiff_1,stress_bigdiff,1,8,BTreeLMDB,desc,0,2048,10,910000,911090,1,1024,64,64,4000,4000,800,800,800,800,10688,10688,1088,1088,64,64,64,64,19.062,3.623,15.431,9.570,0.000,0.000,0.000,0.083,0.032,1.421,0.001,1.536,2,2553,2556,860160,856064,851968,860160,856064,851968,2,1,3,199,200,207,4096,2,1,3,199,200,207,4096,4976,8904
stress_bigdiff_1,stress_bigdiff,1,8,AELMDBSlice,desc,0,2048,10,910000,911090,1,1024,64,64,4000,4000,800,800,800,800,10688,10688,1088,1088,64,64,64,64,20.621,4.067,16.550,8.600,0.000,0.000,0.000,0.075,0.012,0.306,0.001,0.393,2,2553,2556,843776,839680,835584,843776,839680,835584,3,7,192,0,10688,203,4096,3,7,192,0,10688,203,4096,4952,8092
stress_bigdiff_1,stress_bigdiff,1,8,NoAggWindowSliceAELMDB,desc,0,2048,10,910000,911090,1,1024,64,64,4000,4000,800,800,800,800,10688,10688,1088,1088,64,64,64,64,20.621,4.067,16.550,8.600,0.000,0.000,0.000,0.084,0.012,0.352,0.001,0.448,2,2553,2556,843776,839680,835584,843776,839680,835584,3,7,192,0,10688,203,4096,3,7,192,0,10688,203,4096,4948,8188
stress_bigdiff_dyn_2,stress_bigdiff_dyn,2,8,Vector,desc,0,2048,10,1040000,1060482,1,16384,4096,4096,8000,8000,1600,1600,1600,1600,39680,39680,20480,20480,4096,4096,4096,4096,11.089,0.038,2.441,0.000,2.303,2.672,3.633,6.539,0.001,2.557,0.067,9.097,2,16135,135708,1587208,1589248,1587208,1587208,1589248,1587208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5104,11460
stress_bigdiff_dyn_2,stress_bigdiff_dyn,2,8,BTreeLMDB,desc,0,2048,10,1040000,1060482,1,16384,4096,4096,8000,8000,1600,1600,1600,1600,39680,39680,20480,20480,4096,4096,4096,4096,45.107,3.561,41.538,19.109,0.000,0.000,0.000,0.118,0.116,97.065,0.077,97.300,2,16135,135708,2633728,2629632,2625536,2633728,2629632,2625536,2,1,7,628,629,640,4096,2,1,7,628,629,640,4096,5012,12448
stress_bigdiff_dyn_2,stress_bigdiff_dyn,2,8,AELMDBSlice,desc,0,2048,10,1040000,1060482,1,16384,4096,4096,8000,8000,1600,1600,1600,1600,39680,39680,20480,20480,4096,4096,4096,4096,51.031,4.496,46.531,17.052,0.000,0.000,0.000,0.081,0.027,7.558,0.073,7.666,2,16135,135708,2617344,2613248,2609152,2617344,2613248,2609152,3,21,611,0,39680,636,4096,3,21,611,0,39680,636,4096,5112,11100
stress_bigdiff_dyn_2,stress_bigdiff_dyn,2,8,NoAggWindowSliceAELMDB,desc,0,2048,10,1040000,1060482,1,16384,4096,4096,8000,8000,1600,1600,1600,1600,39680,39680,20480,20480,4096,4096,4096,4096,51.031,4.496,46.531,17.052,0.000,0.000,0.000,0.077,0.028,9.217,0.071,9.322,2,16135,135708,2617344,2613248,2609152,2617344,2613248,2609152,3,21,611,0,39680,636,4096,3,21,611,0,39680,636,4096,5124,11232
stress_bigdiff_2,stress_bigdiff,2,8,Vector,desc,0,2048,10,920000,924226,1,4096,128,128,8000,8000,1600,1600,1600,1600,23424,23424,4224,4224,128,128,128,128,5.097,0.049,0.817,0.000,1.944,0.235,2.049,3.567,0.001,0.192,0.002,3.760,2,4455,4444,936968,937984,936968,936968,937984,936968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4972,9276
stress_bigdiff_2,stress_bigdiff,2,8,BTreeLMDB,desc,0,2048,10,920000,924226,1,4096,128,128,8000,8000,1600,1600,1600,1600,23424,23424,4224,4224,128,128,128,128,31.927,4.166,27.752,14.662,0.000,0.000,0.000,0.085,0.061,1.763,0.002,1.909,2,4455,4444,1785856,1781760,1777664,1785856,1781760,1777664,2,1,5,423,424,433,4096,2,1,5,423,424,433,4096,4988,9824
stress_bigdiff_2,stress_bigdiff,2,8,AELMDBSlice,desc,0,2048,10,920000,924226,1,4096,128,128,8000,8000,1600,1600,1600,1600,23424,23424,4224,4224,128,128,128,128,34.871,4.067,30.799,13.443,0.000,0.000,0.000,0.077,0.017,0.319,0.002,0.412,2,4455,4444,1765376,1761280,1757184,1765376,1761280,1757184,3,16,408,0,23424,428,4096,3,16,408,0,23424,428,4096,4936,8340
stress_bigdiff_2,stress_bigdiff,2,8,NoAggWindowSliceAELMDB,desc,0,2048,10,920000,924226,1,4096,128,128,8000,8000,1600,1600,1600,1600,23424,23424,4224,4224,128,128,128,128,34.871,4.067,30.799,13.443,0.000,0.000,0.000,0.066,0.009,0.361,0.002,0.436,2,4455,4444,1765376,1761280,1757184,1765376,1761280,1757184,3,16,408,0,23424,428,4096,3,16,408,0,23424,428,4096,5004,8512
stress_bigdiff_dyn_3,stress_bigdiff_dyn,3,8,Vector,desc,0,2048,10,1060000,1106082,1,36864,9216,9216,18000,18000,3600,3600,3600,3600,89280,89280,46080,46080,9216,9216,9216,9216,23.339,0.047,5.009,0.000,6.047,4.445,7.788,14.342,0.001,4.230,0.194,18.574,2,16135,299739,3571208,3571712,3571208,3571208,3571712,3571208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208,16736
stress_bigdiff_dyn_3,stress_bigdiff_dyn,3,8,BTreeLMDB,desc,0,2048,10,1060000,1106082,1,36864,9216,9216,18000,18000,3600,3600,3600,3600,89280,89280,46080,46080,9216,9216,9216,9216,98.733,4.265,94.456,39.547,0.000,0.000,0.000,0.095,0.157,110.896,0.205,111.148,2,16135,299739,5869568,5865472,5861376,5869568,5865472,5861376,2,1,13,1412,1413,1430,4096,2,1,13,1412,1413,1430,4096,5252,17584
stress_bigdiff_dyn_3,stress_bigdiff_dyn,3,8,AELMDBSlice,desc,0,2048,10,1060000,1106082,1,36864,9216,9216,18000,18000,3600,3600,3600,3600,89280,89280,46080,46080,9216,9216,9216,9216,107.380,3.911,103.465,34.074,0.000,0.000,0.000,0.125,0.037,10.340,0.203,10.501,2,16135,299739,5832704,5828608,5824512,5832704,5828608,5824512,3,44,1373,0,89280,1421,4096,3,44,1373,0,89280,1421,4096,5228,13760
stress_bigdiff_dyn_3,stress_bigdiff_dyn,3,8,NoAggWindowSliceAELMDB,desc,0,2048,10,1060000,1106082,1,36864,9216,9216,18000,18000,3600,3600,3600,3600,89280,89280,46080,46080,9216,9216,9216,9216,107.380,3.911,103.465,34.074,0.000,0.000,0.000,0.100,0.021,12.012,0.204,12.133,2,16135,299739,5832704,5828608,5824512,5832704,5828608,5824512,3,44,1373,0,89280,1421,4096,3,44,1373,0,89280,1421,4096,5280,13808
stress_bigdiff_3,stress_bigdiff,3,8,Vector,desc,0,2048,10,930000,939410,1,9216,192,192,12000,12000,2400,2400,2400,2400,38208,38208,9408,9408,192,192,192,192,8.882,0.046,1.524,0.000,3.584,0.427,3.299,6.631,0.001,0.376,0.002,7.008,2,2151,6836,1528328,1531904,1528328,1528328,1531904,1528328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4976,10384
stress_bigdiff_3,stress_bigdiff,3,8,BTreeLMDB,desc,0,2048,10,930000,939410,1,9216,192,192,12000,12000,2400,2400,2400,2400,38208,38208,9408,9408,192,192,192,192,46.497,4.246,42.244,20.165,0.000,0.000,0.000,0.087,0.099,10.347,0.003,10.533,2,2151,6836,2813952,2809856,2805760,2813952,2809856,2805760,2,1,7,672,673,684,4096,2,1,7,672,673,684,4096,4948,11052
stress_bigdiff_3,stress_bigdiff,3,8,AELMDBSlice,desc,0,2048,10,930000,939410,1,9216,192,192,12000,12000,2400,2400,2400,2400,38208,38208,9408,9408,192,192,192,192,51.312,4.153,47.155,17.671,0.000,0.000,0.000,0.113,0.029,1.044,0.002,1.186,2,2151,6836,2789376,2785280,2781184,2789376,2785280,2781184,3,24,650,0,38208,678,4096,3,24,650,0,38208,678,4096,4920,8824
stress_bigdiff_3,stress_bigdiff,3,8,NoAggWindowSliceAELMDB,desc,0,2048,10,930000,939410,1,9216,192,192,12000,12000,2400,2400,2400,2400,38208,38208,9408,9408,192,192,192,192,51.312,4.153,47.155,17.671,0.000,0.000,0.000,0.083,0.019,1.325,0.003,1.426,2,2151,6836,2789376,2785280,2781184,2789376,2785280,2781184,3,24,650,0,38208,678,4096,3,24,650,0,38208,678,4096,4960,8972
stress_bigdiff_dyn_4,stress_bigdiff_dyn,4,8,Vector,desc,0,2048,10,1080000,1161922,1,65536,16384,16384,32000,32000,6400,6400,6400,6400,158720,158720,81920,81920,16384,16384,16384,16384,45.426,0.049,11.684,0.000,12.066,7.668,13.956,27.619,0.003,7.458,0.393,35.081,2,16135,529371,6348808,6352896,6348808,6348808,6352896,6348808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5232,23556
stress_bigdiff_dyn_4,stress_bigdiff_dyn,4,8,BTreeLMDB,desc,0,2048,10,1080000,1161922,1,65536,16384,16384,32000,32000,6400,6400,6400,6400,158720,158720,81920,81920,16384,16384,16384,16384,171.536,4.159,167.367,66.528,0.000,0.000,0.000,0.088,0.290,139.871,0.412,140.249,2,16135,529371,10399744,10395648,10391552,10399744,10395648,10391552,2,1,23,2508,2509,2536,4096,2,1,23,2508,2509,2536,4096,5236,24468
stress_bigdiff_dyn_4,stress_bigdiff_dyn,4,8,AELMDBSlice,desc,0,2048,10,1080000,1161922,1,65536,16384,16384,32000,32000,6400,6400,6400,6400,158720,158720,81920,81920,16384,16384,16384,16384,189.335,4.442,184.889,54.364,0.000,0.000,0.000,0.085,0.029,12.207,0.404,12.321,2,16135,529371,10350592,10346496,10342400,10350592,10346496,10342400,4,79,2441,0,158720,2524,4096,4,79,2441,0,158720,2524,4096,5200,16920
stress_bigdiff_dyn_4,stress_bigdiff_dyn,4,8,NoAggWindowSliceAELMDB,desc,0,2048,10,1080000,1161922,1,65536,16384,16384,32000,32000,6400,6400,6400,6400,158720,158720,81920,81920,16384,16384,16384,16384,189.335,4.442,184.889,54.364,0.000,0.000,0.000,0.083,0.023,13.886,0.394,13.992,2,16135,529371,10350592,10346496,10342400,10350592,10346496,10342400,4,79,2441,0,158720,2524,4096,4,79,2441,0,158720,2524,4096,5236,16944
stress_bigdiff_4,stress_bigdiff,4,8,Vector,desc,0,2048,10,940000,956642,1,16384,256,256,16000,16000,3200,3200,3200,3200,55040,55040,16640,16640,256,256,256,256,12.677,0.046,1.935,0.000,5.514,0.445,4.735,7.972,0.001,0.371,0.003,8.343,2,1543,8892,2201608,2203648,2201608,2201608,2203648,2201608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5032,11756
stress_bigdiff_4,stress_bigdiff,4,8,BTreeLMDB,desc,0,2048,10,940000,956642,1,16384,256,256,16000,16000,3200,3200,3200,3200,55040,55040,16640,16640,256,256,256,256,62.847,4.291,58.549,26.376,0.000,0.000,0.000,0.095,0.140,10.239,0.004,10.474,2,1543,8892,3948544,3944448,3940352,3948544,3944448,3940352,2,1,9,947,948,961,4096,2,1,9,947,948,961,4096,4960,12624
stress_bigdiff_4,stress_bigdiff,4,8,AELMDBSlice,desc,0,2048,10,940000,956642,1,16384,256,256,16000,16000,3200,3200,3200,3200,55040,55040,16640,16640,256,256,256,256,66.718,4.128,62.585,23.211,0.000,0.000,0.000,0.084,0.027,0.860,0.003,0.972,2,1543,8892,3919872,3915776,3911680,3919872,3915776,3911680,3,33,917,0,55040,954,4096,3,33,917,0,55040,954,4096,5000,9792
stress_bigdiff_4,stress_bigdiff,4,8,NoAggWindowSliceAELMDB,desc,0,2048,10,940000,956642,1,16384,256,256,16000,16000,3200,3200,3200,3200,55040,55040,16640,16640,256,256,256,256,66.718,4.128,62.585,23.211,0.000,0.000,0.000,0.128,0.037,1.079,0.003,1.243,2,1543,8892,3919872,3915776,3911680,3919872,3915776,3911680,3,33,917,0,55040,954,4096,3,33,917,0,55040,954,4096,5020,9800
stress_bigdiff_dyn_5,stress_bigdiff_dyn,5,8,Vector,desc,0,2048,10,1100000,1228002,1,102400,25600,25600,50000,50000,10000,10000,10000,10000,248000,248000,128000,128000,25600,25600,25600,25600,67.084,0.043,9.612,0.000,19.688,16.000,21.739,36.490,0.003,15.892,0.985,52.386,3,238293,899001,9920008,9920512,9920008,9920008,9920512,9920008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5384,33280
stress_bigdiff_dyn_5,stress_bigdiff_dyn,5,8,BTreeLMDB,desc,0,2048,10,1100000,1228002,1,102400,25600,25600,50000,50000,10000,10000,10000,10000,248000,248000,128000,128000,25600,25600,25600,25600,276.020,6.104,269.907,100.234,0.000,0.000,0.000,0.088,0.425,989.113,1.146,989.626,3,238293,899001,16224256,16220160,16216064,16224256,16220160,16216064,2,1,34,3919,3920,3958,4096,2,1,34,3919,3920,3958,4096,5428,31836
stress_bigdiff_dyn_5,stress_bigdiff_dyn,5,8,AELMDBSlice,desc,0,2048,10,1100000,1228002,1,102400,25600,25600,50000,50000,10000,10000,10000,10000,248000,248000,128000,128000,25600,25600,25600,25600,303.809,5.472,298.332,80.308,0.000,0.000,0.000,0.083,0.033,44.425,0.995,44.542,3,238293,899001,16154624,16150528,16146432,16154624,16150528,16146432,4,123,3814,0,248000,3941,4096,4,123,3814,0,248000,3941,4096,5432,20324
stress_bigdiff_dyn_5,stress_bigdiff_dyn,5,8,NoAggWindowSliceAELMDB,desc,0,2048,10,1100000,1228002,1,102400,25600,25600,50000,50000,10000,10000,10000,10000,248000,248000,128000,128000,25600,25600,25600,25600,303.809,5.472,298.332,80.308,0.000,0.000,0.000,0.131,0.045,52.851,1.000,53.027,3,238293,899001,16154624,16150528,16146432,16154624,16150528,16146432,4,123,3814,0,248000,3941,4096,4,123,3814,0,248000,3941,4096,5344,20424
stress_bigdiff_5,stress_bigdiff,5,8,Vector,desc,0,2048,10,950000,975922,1,25600,320,320,20000,20000,4000,4000,4000,4000,73920,73920,25920,25920,320,320,320,320,22.220,0.070,3.922,0.000,7.764,0.798,9.663,13.509,0.001,0.444,0.005,13.954,2,1543,10792,2956808,2957312,2956808,2956808,2957312,2956808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4996,13224
stress_bigdiff_5,stress_bigdiff,5,8,BTreeLMDB,desc,0,2048,10,950000,975922,1,25600,320,320,20000,20000,4000,4000,4000,4000,73920,73920,25920,25920,320,320,320,320,83.955,4.982,78.962,32.681,0.000,0.000,0.000,0.094,0.133,6.933,0.005,7.159,2,1543,10792,5193728,5189632,5185536,5193728,5189632,5185536,2,1,12,1248,1249,1265,4096,2,1,12,1248,1249,1265,4096,4992,14080
stress_bigdiff_5,stress_bigdiff,5,8,AELMDBSlice,desc,0,2048,10,950000,975922,1,25600,320,320,20000,20000,4000,4000,4000,4000,73920,73920,25920,25920,320,320,320,320,88.178,4.229,83.945,30.485,0.000,0.000,0.000,0.125,0.043,0.863,0.005,1.032,2,1543,10792,5156864,5152768,5148672,5156864,5152768,5148672,3,42,1210,0,73920,1256,4096,3,42,1210,0,73920,1256,4096,4952,10416
stress_bigdiff_5,stress_bigdiff,5,8,NoAggWindowSliceAELMDB,desc,0,2048,10,950000,975922,1,25600,320,320,20000,20000,4000,4000,4000,4000,73920,73920,25920,25920,320,320,320,320,88.178,4.229,83.945,30.485,0.000,0.000,0.000,0.157,0.026,1.045,0.005,1.228,2,1543,10792,5156864,5152768,5148672,5156864,5152768,5148672,3,42,1210,0,73920,1256,4096,3,42,1210,0,73920,1256,4096,4984,10448
stress_bigdiff_dyn_6,stress_bigdiff_dyn,6,8,Vector,desc,0,2048,10,1120000,1304322,1,147456,36864,36864,72000,72000,14400,14400,14400,14400,357120,357120,184320,184320,36864,36864,36864,36864,115.533,0.047,18.930,0.000,29.652,35.777,31.125,60.813,0.004,35.186,0.657,96.003,3,1248221,1482657,14284808,14286848,14284808,14284808,14286848,14284808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5512,46180
stress_bigdiff_dyn_6,stress_bigdiff_dyn,6,8,BTreeLMDB,desc,0,2048,10,1120000,1304322,1,147456,36864,36864,72000,72000,14400,14400,14400,14400,357120,357120,184320,184320,36864,36864,36864,36864,403.363,6.011,397.343,138.641,0.000,0.000,0.000,0.094,0.163,2624.528,0.805,2624.785,3,1248221,1482657,23355392,23351296,23347200,23355392,23351296,23347200,2,1,49,5645,5646,5699,4096,2,1,49,5645,5646,5699,4096,5592,35896
stress_bigdiff_dyn_6,stress_bigdiff_dyn,6,8,AELMDBSlice,desc,0,2048,10,1120000,1304322,1,147456,36864,36864,72000,72000,14400,14400,14400,14400,357120,357120,184320,184320,36864,36864,36864,36864,437.122,4.506,432.609,112.162,0.000,0.000,0.000,0.089,0.032,126.000,0.750,126.121,3,1248221,1482657,23244800,23240704,23236608,23244800,23240704,23236608,4,176,5492,0,357120,5672,4096,4,176,5492,0,357120,5672,4096,5568,25580
stress_bigdiff_dyn_6,stress_bigdiff_dyn,6,8,NoAggWindowSliceAELMDB,desc,0,2048,10,1120000,1304322,1,147456,36864,36864,72000,72000,14400,14400,14400,14400,357120,357120,184320,184320,36864,36864,36864,36864,437.122,4.506,432.609,112.162,0.000,0.000,0.000,0.094,0.031,151.048,0.688,151.172,3,1248221,1482657,23244800,23240704,23236608,23244800,23240704,23236608,4,176,5492,0,357120,5672,4096,4,176,5492,0,357120,5672,4096,5556,25712
stress_bigdiff_6,stress_bigdiff,6,8,Vector,desc,0,2048,10,960000,997250,1,36864,384,384,24000,24000,4800,4800,4800,4800,94848,94848,37248,37248,384,384,384,384,35.434,0.093,7.294,0.000,14.822,0.917,12.303,15.063,0.002,0.510,0.005,15.575,2,1239,12951,3793928,3796992,3793928,3793928,3796992,3793928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4996,14896
stress_bigdiff_6,stress_bigdiff,6,8,BTreeLMDB,desc,0,2048,10,960000,997250,1,36864,384,384,24000,24000,4800,4800,4800,4800,94848,94848,37248,37248,384,384,384,384,101.819,4.287,97.520,42.748,0.000,0.000,0.000,0.147,0.250,10.849,0.006,11.246,2,1239,12951,6549504,6545408,6541312,6549504,6545408,6541312,2,1,15,1576,1577,1596,4096,2,1,15,1576,1577,1596,4096,4952,15216
stress_bigdiff_6,stress_bigdiff,6,8,AELMDBSlice,desc,0,2048,10,960000,997250,1,36864,384,384,24000,24000,4800,4800,4800,4800,94848,94848,37248,37248,384,384,384,384,112.883,4.101,108.778,37.868,0.000,0.000,0.000,0.120,0.026,0.818,0.006,0.964,2,1239,12951,6508544,6504448,6500352,6508544,6504448,6500352,4,53,1529,0,94848,1586,4096,4,53,1529,0,94848,1586,4096,4964,11044
stress_bigdiff_6,stress_bigdiff,6,8,NoAggWindowSliceAELMDB,desc,0,2048,10,960000,997250,1,36864,384,384,24000,24000,4800,4800,4800,4800,94848,94848,37248,37248,384,384,384,384,112.883,4.101,108.778,37.868,0.000,0.000,0.000,0.093,0.024,1.002,0.006,1.120,2,1239,12951,6508544,6504448,6500352,6508544,6504448,6500352,4,53,1529,0,94848,1586,4096,4,53,1529,0,94848,1586,4096,4996,11208
stress_bigdiff_dyn_7,stress_bigdiff_dyn,7,8,Vector,desc,0,2048,10,1140000,1390882,1,200704,50176,50176,98000,98000,19600,19600,19600,19600,486080,486080,250880,250880,50176,50176,50176,50176,148.844,0.051,22.872,0.000,42.789,40.737,42.393,77.227,0.004,43.973,1.393,121.204,3,1674205,1908641,19443208,19443712,19443208,19443208,19443712,19443208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5788,58588
stress_bigdiff_dyn_7,stress_bigdiff_dyn,7,8,BTreeLMDB,desc,0,2048,10,1140000,1390882,1,200704,50176,50176,98000,98000,19600,19600,19600,19600,486080,486080,250880,250880,50176,50176,50176,50176,608.522,5.778,602.735,191.727,0.000,0.000,0.000,0.102,0.462,2773.899,1.321,2774.463,3,1674205,1908641,31768576,31768576,31760384,31768576,31764480,31760384,2,1,66,7682,7683,7753,4096,2,1,66,7682,7683,7753,4096,5756,51880
stress_bigdiff_dyn_7,stress_bigdiff_dyn,7,8,AELMDBSlice,desc,0,2048,10,1140000,1390882,1,200704,50176,50176,98000,98000,19600,19600,19600,19600,486080,486080,250880,250880,50176,50176,50176,50176,599.385,4.799,594.577,151.194,0.000,0.000,0.000,0.085,0.034,144.981,1.127,145.100,3,1674205,1908641,31629312,31625216,31621120,31629312,31625216,31621120,4,240,7475,0,486080,7719,4096,4,240,7475,0,486080,7719,4096,5788,30464
stress_bigdiff_dyn_7,stress_bigdiff_dyn,7,8,NoAggWindowSliceAELMDB,desc,0,2048,10,1140000,1390882,1,200704,50176,50176,98000,98000,19600,19600,19600,19600,486080,486080,250880,250880,50176,50176,50176,50176,599.385,4.799,594.577,151.194,0.000,0.000,0.000,0.090,0.031,173.157,1.127,173.278,3,1674205,1908641,31629312,31625216,31621120,31629312,31625216,31621120,4,240,7475,0,486080,7719,4096,4,240,7475,0,486080,7719,4096,5776,31172
stress_bigdiff_7,stress_bigdiff,7,8,Vector,desc,0,2048,10,970000,1020626,1,50176,448,448,28000,28000,5600,5600,5600,5600,117824,117824,50624,50624,448,448,448,448,43.936,0.085,3.928,0.000,25.247,1.092,13.581,17.398,0.002,0.614,0.006,18.014,2,1239,15007,4712968,4714496,4712968,4712968,4714496,4712968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5016,16704
stress_bigdiff_7,stress_bigdiff,7,8,BTreeLMDB,desc,0,2048,10,970000,1020626,1,50176,448,448,28000,28000,5600,5600,5600,5600,117824,117824,50624,50624,448,448,448,448,120.963,6.239,114.716,46.784,0.000,0.000,0.000,0.166,0.256,11.990,0.007,12.411,2,1239,15007,8007680,8003584,7999488,8007680,8003584,7999488,2,1,18,1929,1930,1952,4096,2,1,18,1929,1930,1952,4096,4972,17688
stress_bigdiff_7,stress_bigdiff,7,8,AELMDBSlice,desc,0,2048,10,970000,1020626,1,50176,448,448,28000,28000,5600,5600,5600,5600,117824,117824,50624,50624,448,448,448,448,137.394,4.449,132.941,43.556,0.000,0.000,0.000,0.131,0.044,0.766,0.007,0.942,2,1239,15007,7958528,7954432,7950336,7958528,7954432,7950336,4,63,1873,0,117824,1940,4096,4,63,1873,0,117824,1940,4096,5000,11616
stress_bigdiff_7,stress_bigdiff,7,8,NoAggWindowSliceAELMDB,desc,0,2048,10,970000,1020626,1,50176,448,448,28000,28000,5600,5600,5600,5600,117824,117824,50624,50624,448,448,448,448,137.394,4.449,132.941,43.556,0.000,0.000,0.000,0.121,0.035,0.973,0.007,1.129,2,1239,15007,7958528,7954432,7950336,7958528,7954432,7950336,4,63,1873,0,117824,1940,4096,4,63,1873,0,117824,1940,4096,4972,11744
stress_bigdiff_dyn_8,stress_bigdiff_dyn,8,8,Vector,desc,0,2048,10,1160000,1487682,1,262144,65536,65536,128000,128000,25600,25600,25600,25600,634880,634880,327680,327680,65536,65536,65536,65536,212.104,0.049,46.969,0.000,63.092,46.915,55.077,119.569,0.006,47.753,1.573,167.328,3,2165867,2400289,25395208,25399296,25395208,25395208,25399296,25395208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5944,74068
stress_bigdiff_dyn_8,stress_bigdiff_dyn,8,8,BTreeLMDB,desc,0,2048,10,1160000,1487682,1,262144,65536,65536,128000,128000,25600,25600,25600,25600,634880,634880,327680,327680,65536,65536,65536,65536,790.447,13.028,777.408,253.796,0.000,0.000,0.000,0.101,0.225,2836.410,1.792,2836.737,3,2165867,2400289,41480192,41476096,41472000,41480192,41476096,41472000,2,1,86,10033,10034,10124,4096,2,1,86,10033,10034,10124,4096,6056,54520
stress_bigdiff_dyn_8,stress_bigdiff_dyn,8,8,AELMDBSlice,desc,0,2048,10,1160000,1487682,1,262144,65536,65536,128000,128000,25600,25600,25600,25600,634880,634880,327680,327680,65536,65536,65536,65536,848.620,4.286,844.321,242.331,0.000,0.000,0.000,0.086,0.034,156.952,1.667,157.073,3,2165867,2400289,41299968,41295872,41291776,41299968,41295872,41291776,4,313,9763,0,634880,10080,4096,4,313,9763,0,634880,10080,4096,5996,37144
stress_bigdiff_dyn_8,stress_bigdiff_dyn,8,8,NoAggWindowSliceAELMDB,desc,0,2048,10,1160000,1487682,1,262144,65536,65536,128000,128000,25600,25600,25600,25600,634880,634880,327680,327680,65536,65536,65536,65536,848.620,4.286,844.321,242.331,0.000,0.000,0.000,0.089,0.034,185.156,1.658,185.279,3,2165867,2400289,41299968,41295872,41291776,41299968,41295872,41291776,4,313,9763,0,634880,10080,4096,4,313,9763,0,634880,10080,4096,5956,37360
stress_bigdiff_8,stress_bigdiff,8,8,Vector,desc,0,2048,10,980000,1046050,1,65536,512,512,32000,32000,6400,6400,6400,6400,142848,142848,66048,66048,512,512,512,512,51.934,0.084,5.540,0.000,29.217,1.214,15.874,25.865,0.004,0.709,0.007,26.578,2,935,16971,5713928,5718016,5713928,5713928,5718016,5713928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4936,18644
stress_bigdiff_8,stress_bigdiff,8,8,BTreeLMDB,desc,0,2048,10,980000,1046050,1,65536,512,512,32000,32000,6400,6400,6400,6400,142848,142848,66048,66048,512,512,512,512,168.859,8.309,160.527,66.349,0.000,0.000,0.000,0.093,0.247,7.160,0.008,7.500,2,935,16971,9572352,9568256,9564160,9572352,9568256,9564160,2,1,21,2308,2309,2334,4096,2,1,21,2308,2309,2334,4096,5028,18716
